,year,selling_price,km_driven,fuel,transmission,owner
2177,2017,74800.0,10000,Petrol,Automatic,First Owner
2179,2016,45560.0,7104,Petrol,Manual,First Owner
2180,2015,51000.00000000001,45974,Diesel,Manual,First Owner
2181,2015,51680.00000000001,55340,Petrol,Manual,First Owner
2182,2017,57800.00000000001,20000,Petrol,Automatic,Second Owner
2184,2016,30600.000000000004,39415,Petrol,Automatic,Second Owner
2185,2014,28900.000000000004,29654,Petrol,Manual,First Owner
2186,2016,52360.00000000001,64672,Diesel,Manual,First Owner
2187,2015,78200.0,54634,Diesel,Automatic,Second Owner
2188,2015,52700.00000000001,66521,Petrol,Manual,First Owner
2189,2019,48960.0,3000,Petrol,Automatic,First Owner
2190,2018,117300.00000000001,23974,Diesel,Automatic,Second Owner
2201,2009,9520.0,80000,Petrol,Manual,Third Owner & Above
2211,2020,71400.0,10000,Diesel,Manual,First Owner
2212,2018,78200.0,14825,Petrol,Manual,First Owner
2213,2016,61880.00000000001,43377,Diesel,Manual,First Owner
2222,2018,53720.00000000001,19571,Diesel,Manual,First Owner
2224,2018,81600.0,29600,Petrol,Manual,First Owner
2225,2018,63240.00000000001,20000,Diesel,Manual,First Owner
2230,2017,44200.0,40000,Diesel,Manual,First Owner
2234,2017,56100.00000000001,13500,Diesel,Manual,First Owner
2235,2016,34679.932,35000,Petrol,Manual,First Owner
2236,2013,30600.000000000004,1000,Diesel,Manual,Second Owner
2237,2018,258400.00000000003,10000,Diesel,Automatic,First Owner
2239,2019,336600.0,30000,Diesel,Automatic,First Owner
2240,2016,36380.0,52600,Diesel,Manual,First Owner
2243,2016,45560.0,7104,Petrol,Manual,First Owner
2244,2015,42500.0,11918,Petrol,Manual,First Owner
2247,2017,176800.0,47162,Diesel,Automatic,First Owner
2248,2015,51000.00000000001,45974,Diesel,Manual,First Owner
2252,2012,26180.000000000004,52000,Diesel,Manual,First Owner
2253,2015,51680.00000000001,55340,Petrol,Manual,First Owner
2254,2017,40800.0,46507,Diesel,Manual,First Owner
2255,2013,30600.000000000004,1000,Diesel,Manual,Second Owner
2256,2018,258400.00000000003,10000,Diesel,Automatic,First Owner
2258,2019,336600.0,30000,Diesel,Automatic,First Owner
2259,2016,36380.0,52600,Diesel,Manual,First Owner
2262,2016,45560.0,7104,Petrol,Manual,First Owner
2263,2015,42500.0,11918,Petrol,Manual,First Owner
2266,2017,176800.0,47162,Diesel,Automatic,First Owner
2267,2015,51000.00000000001,45974,Diesel,Manual,First Owner
2271,2012,26180.000000000004,52000,Diesel,Manual,First Owner
2272,2015,51680.00000000001,55340,Petrol,Manual,First Owner
2273,2017,40800.0,46507,Diesel,Manual,First Owner
2274,2017,44200.0,70000,Diesel,Manual,First Owner
2277,2018,30600.000000000004,10000,Petrol,Manual,Second Owner
2284,2012,20400.0,110000,Diesel,Manual,First Owner
2286,2015,50320.0,45000,Diesel,Automatic,First Owner
2288,2019,32979.932,5007,Petrol,Automatic,First Owner
2291,2011,67932.0,49600,Diesel,Automatic,First Owner
2295,2018,265132.0,22000,Diesel,Automatic,First Owner
2298,2015,31620.000000000004,41123,Diesel,Manual,First Owner
2299,2017,129200.00000000001,20118,Petrol,Automatic,First Owner
2300,2014,30600.000000000004,40000,Diesel,Manual,First Owner
2301,2015,53720.00000000001,52517,Diesel,Manual,First Owner
2302,2019,61200.00000000001,20000,Diesel,Manual,First Owner
2303,2014,30600.000000000004,99117,Diesel,Manual,First Owner
2307,2015,44200.0,100000,Diesel,Manual,Second Owner
2312,2017,40800.0,43500,Petrol,Manual,First Owner
2317,2018,53720.00000000001,19571,Diesel,Manual,First Owner
2318,2018,81600.0,29600,Petrol,Manual,First Owner
2322,2017,56100.00000000001,13500,Diesel,Manual,First Owner
2323,2018,210800.00000000003,22000,Petrol,Automatic,First Owner
2324,2018,53040.00000000001,25000,Diesel,Manual,First Owner
2325,2010,23800.0,80000,Petrol,Automatic,Third Owner & Above
2326,2018,46920.0,39000,Petrol,Manual,First Owner
2328,2018,53720.00000000001,49000,Diesel,Manual,First Owner
2330,2017,36720.0,20000,Petrol,Manual,Second Owner
2333,2019,74800.0,30000,Diesel,Manual,First Owner
2334,2015,48620.0,35000,Diesel,Manual,First Owner
2336,2007,11900.0,80000,Diesel,Manual,Second Owner
2343,2015,44200.0,58000,Diesel,Manual,First Owner
2346,2012,29920.000000000004,70000,Diesel,Manual,First Owner
2350,2013,74800.0,40000,Petrol,Automatic,Second Owner
2352,2010,17680.0,150000,Diesel,Manual,First Owner
2353,2012,23800.0,140000,Diesel,Manual,Third Owner & Above
2354,2015,32640.000000000004,70000,Diesel,Manual,First Owner
2355,2012,23460.0,137250,Diesel,Manual,Second Owner
2356,2013,34000.0,110000,Diesel,Manual,Second Owner
2357,2017,40460.0,27000,Petrol,Manual,First Owner
2358,2019,88060.0,9000,Diesel,Manual,First Owner
2363,2012,22100.0,47000,Diesel,Manual,First Owner
2364,2018,62900.00000000001,22000,Petrol,Manual,First Owner
2365,2017,57459.932,30000,Petrol,Manual,First Owner
2366,2018,62900.00000000001,20000,Petrol,Manual,First Owner
2372,2018,47600.0,30000,Petrol,Manual,First Owner
2378,2018,38760.0,11200,Petrol,Manual,First Owner
2380,2010,16320.000000000002,50000,Other,Manual,First Owner
2381,2015,47600.0,55000,Diesel,Manual,First Owner
2383,2017,54400.00000000001,75000,Diesel,Manual,First Owner
2385,2009,13260.000000000002,57000,Diesel,Manual,Second Owner
2387,2013,30600.000000000004,73000,Diesel,Manual,First Owner
2388,2016,42840.0,65000,Diesel,Manual,First Owner
2389,2009,17000.0,62000,Petrol,Manual,Second Owner
2390,2007,9180.0,85000,Petrol,Manual,First Owner
2392,2012,23800.0,55000,Diesel,Manual,First Owner
2395,2018,40800.0,30000,Petrol,Manual,First Owner
2396,2018,51000.00000000001,20000,Diesel,Manual,First Owner
2403,2011,23800.0,140000,Diesel,Manual,Second Owner
2405,2010,19380.0,60000,Petrol,Manual,Second Owner
2406,2018,68000.0,28635,Petrol,Manual,First Owner
2407,2018,53040.00000000001,32114,Diesel,Manual,First Owner
2409,2006,10880.0,95149,Petrol,Manual,Second Owner
2411,2010,18020.0,42000,Petrol,Manual,First Owner
2412,2014,35020.0,90000,Diesel,Manual,Second Owner
2416,2013,51000.00000000001,80000,Diesel,Manual,First Owner
2417,2016,41480.0,100000,Diesel,Manual,First Owner
2418,2015,30600.000000000004,50000,Diesel,Manual,First Owner
2419,2012,27879.932000000004,56000,Diesel,Manual,First Owner
2421,2016,44200.0,100000,Diesel,Manual,First Owner
2422,2017,44200.0,80000,Diesel,Manual,First Owner
2427,2019,54400.00000000001,11240,Petrol,Manual,First Owner
2429,2011,23800.0,120000,Diesel,Manual,Third Owner & Above
2431,2014,47600.0,130000,Diesel,Manual,Third Owner & Above
2434,2011,21080.0,110000,Petrol,Manual,First Owner
2435,2014,47600.0,130000,Diesel,Manual,First Owner
2441,2016,64600.00000000001,90000,Diesel,Manual,Second Owner
2445,2009,13600.000000000002,30000,Petrol,Manual,Second Owner
2446,2010,17000.0,96000,Diesel,Manual,Second Owner
2447,2018,88400.0,10000,Diesel,Manual,First Owner
2451,2018,78200.0,26430,Diesel,Manual,First Owner
2452,2015,32300.000000000004,24600,Petrol,Manual,First Owner
2453,2011,17680.0,28481,Petrol,Manual,First Owner
2455,2013,51000.00000000001,41988,Diesel,Manual,First Owner
2456,2009,12240.0,30375,Petrol,Manual,First Owner
2458,2017,41548.0,34400,Diesel,Manual,First Owner
2463,2015,57868.00000000001,53652,Diesel,Manual,First Owner
2464,2011,17680.0,52895,Diesel,Manual,First Owner
2465,2013,37400.0,42324,Diesel,Manual,Second Owner
2466,2016,71059.932,65000,Diesel,Manual,First Owner
2467,2012,37400.0,60236,Diesel,Manual,First Owner
2469,2014,14280.000000000002,70000,Petrol,Manual,Third Owner & Above
2470,2009,19720.0,100000,Diesel,Manual,Second Owner
2471,2008,17067.932,110000,Diesel,Manual,First Owner
2474,2012,37400.0,142000,Diesel,Manual,First Owner
2475,2017,54400.00000000001,25000,Diesel,Manual,First Owner
2476,2020,34000.0,5000,Petrol,Manual,First Owner
2477,2016,36380.0,52600,Diesel,Manual,First Owner
2479,2014,40800.0,50000,Diesel,Manual,First Owner
2481,2020,35360.0,5000,Petrol,Manual,First Owner
2482,2018,95200.0,30000,Diesel,Automatic,First Owner
2494,2010,17000.0,34500,Petrol,Manual,Second Owner
2499,2011,115600.00000000001,100000,Diesel,Automatic,Second Owner
2500,2012,20400.0,25000,Diesel,Manual,First Owner
2501,2012,20400.0,25000,Diesel,Manual,First Owner
2503,2019,217600.00000000003,20000,Diesel,Automatic,First Owner
2505,2018,47600.0,30000,Diesel,Manual,First Owner
2507,2014,36380.0,80000,Diesel,Manual,Second Owner
2510,2015,37400.0,32000,Diesel,Manual,First Owner
2513,2013,28560.000000000004,50000,Diesel,Manual,First Owner
2514,2013,28560.000000000004,50000,Diesel,Manual,First Owner
2517,2011,18700.0,40000,Petrol,Manual,Second Owner
2519,2008,13600.000000000002,50000,Petrol,Manual,First Owner
2520,2010,17000.0,110000,Diesel,Manual,Second Owner
2521,2013,30600.000000000004,1000,Diesel,Manual,Second Owner
2522,2018,40120.0,26350,Diesel,Manual,First Owner
2525,2006,11220.0,132000,Petrol,Manual,First Owner
2526,2019,58480.00000000001,35000,Diesel,Manual,First Owner
2527,2016,61200.00000000001,47000,Diesel,Manual,First Owner
2534,2013,35700.0,37000,Diesel,Manual,First Owner
2535,2014,44200.0,28245,Diesel,Manual,First Owner
2536,2017,39100.0,27005,Diesel,Manual,First Owner
2538,2016,31960.000000000004,31367,Diesel,Manual,First Owner
2539,2008,15028.000000000002,35008,Petrol,Manual,First Owner
2540,2009,13260.000000000002,27005,Petrol,Manual,First Owner
2542,2013,27200.000000000004,50000,Diesel,Manual,First Owner
2543,2017,44200.0,20000,Diesel,Manual,First Owner
2544,2010,27200.000000000004,50000,Petrol,Manual,First Owner
2545,2012,20060.0,80000,Diesel,Manual,Second Owner
2546,2006,4080.0000000000005,135000,Other,Manual,Third Owner & Above
2548,2015,37400.0,113600,Diesel,Manual,First Owner
2549,2008,12920.000000000002,70000,Petrol,Manual,Third Owner & Above
2550,2018,58615.932,20000,Diesel,Manual,First Owner
2551,2018,53176.00000000001,14000,Petrol,Manual,First Owner
2552,2018,56848.00000000001,26000,Diesel,Manual,First Owner
2553,2016,47328.0,138925,Petrol,Manual,First Owner
2555,2016,41616.0,105429,Petrol,Manual,First Owner
2558,2020,37400.0,5000,Petrol,Manual,First Owner
2559,2008,7819.932000000001,70000,Petrol,Manual,Third Owner & Above
2561,2019,60520.00000000001,20000,Diesel,Manual,First Owner
2563,2014,35700.0,54000,Petrol,Manual,Second Owner
2565,2016,33660.0,11958,Petrol,Manual,First Owner
2566,2017,69700.0,9000,Petrol,Manual,First Owner
2567,2015,51000.00000000001,70000,Diesel,Manual,First Owner
2568,2013,40800.0,120000,Diesel,Manual,First Owner
2569,2014,32300.000000000004,23122,Petrol,Manual,Second Owner
2572,2014,99960.0,34000,Diesel,Automatic,Second Owner
2576,2012,23732.0,44500,Diesel,Manual,Second Owner
2577,2013,30600.000000000004,50000,Petrol,Manual,First Owner
2580,2018,306000.0,9800,Petrol,Automatic,First Owner
2582,2017,187000.0,13000,Diesel,Automatic,First Owner
2584,2014,37400.0,100000,Diesel,Manual,Second Owner
2585,2006,6460.000000000001,110000,Petrol,Manual,Third Owner & Above
2586,2014,49300.0,90000,Diesel,Manual,Second Owner
2589,2015,34000.0,50000,Diesel,Manual,Second Owner
2590,2017,40800.0,53000,Petrol,Manual,First Owner
2598,2011,60520.00000000001,86000,Diesel,Automatic,Second Owner
2599,2014,34000.0,120000,Diesel,Manual,First Owner
2604,2014,40800.0,90000,Diesel,Manual,Second Owner
2605,2019,68000.0,25000,Diesel,Manual,Second Owner
2606,2012,26520.000000000004,90000,Diesel,Manual,First Owner
2607,2015,40800.0,70000,Diesel,Manual,First Owner
2611,2011,17000.0,80000,Diesel,Manual,First Owner
2612,2018,95200.0,20000,Diesel,Manual,First Owner
2614,2017,54400.00000000001,19000,Petrol,Manual,First Owner
2616,2019,176800.0,9500,Diesel,Automatic,First Owner
2617,2012,20400.0,50000,Petrol,Manual,First Owner
2618,2012,20060.0,90000,Diesel,Manual,First Owner
2619,2013,44200.0,45839,Petrol,Manual,First Owner
2630,2014,32300.000000000004,65239,Petrol,Manual,First Owner
2631,2015,31960.000000000004,58182,Petrol,Manual,First Owner
2633,2013,44200.0,102989,Diesel,Manual,First Owner
2634,2010,27200.000000000004,50000,Petrol,Manual,First Owner
2637,2018,43520.0,25000,Diesel,Manual,First Owner
2638,2007,10880.0,80000,Petrol,Manual,Second Owner
2640,2018,51000.00000000001,70000,Diesel,Manual,First Owner
2648,2015,47532.0,30000,Diesel,Manual,Second Owner
2649,2011,18700.0,108000,Diesel,Manual,Second Owner
2650,2012,23800.0,160000,Diesel,Manual,Second Owner
2651,2006,9180.0,90000,Petrol,Manual,Third Owner & Above
2652,2010,22100.0,120000,Diesel,Manual,Third Owner & Above
2653,2012,44200.0,102000,Diesel,Manual,Second Owner
2656,2012,30600.000000000004,60000,Petrol,Manual,First Owner
2658,2006,10200.0,75118,Petrol,Manual,Second Owner
2660,2014,22780.0,60000,Petrol,Manual,Second Owner
2661,2006,8160.000000000001,79000,Petrol,Manual,Third Owner & Above
2665,2010,17000.0,70000,Petrol,Manual,First Owner
2668,2016,42160.0,70000,Diesel,Manual,First Owner
2674,2017,54400.00000000001,19000,Petrol,Manual,First Owner
2677,2012,30600.000000000004,42655,Diesel,Manual,First Owner
2680,2010,17000.0,55000,Petrol,Manual,First Owner
2684,2012,20400.0,80000,Diesel,Manual,First Owner
2685,2010,74800.0,110000,Petrol,Automatic,First Owner
2686,2010,8500.0,60000,Petrol,Manual,Third Owner & Above
2688,2013,26180.000000000004,80000,Diesel,Manual,Second Owner
2689,2012,23800.0,90000,Petrol,Manual,First Owner
2691,2012,20400.0,50000,Petrol,Manual,First Owner
2692,2012,27200.000000000004,70000,Diesel,Manual,First Owner
2693,2014,37400.0,110000,Diesel,Manual,First Owner
2694,2012,20400.0,80000,Petrol,Manual,Second Owner
2699,2020,81600.0,11000,Diesel,Manual,First Owner
2701,2015,35360.0,50000,Diesel,Manual,First Owner
2702,2012,34000.0,26000,Diesel,Manual,First Owner
2705,2018,54400.00000000001,20000,Diesel,Manual,First Owner
2709,2014,37400.0,100000,Petrol,Manual,First Owner
2710,2009,17000.0,70000,Petrol,Manual,Third Owner & Above
2711,2014,44200.0,30000,Diesel,Manual,Second Owner
2714,2016,51000.00000000001,69000,Diesel,Manual,First Owner
2718,2017,83640.0,70000,Diesel,Automatic,First Owner
2721,2012,22440.0,44000,Petrol,Manual,First Owner
2722,2010,17339.932,90000,Petrol,Manual,Second Owner
2723,2014,40800.0,50000,Petrol,Manual,Second Owner
2728,2016,30600.000000000004,35000,Petrol,Manual,Second Owner
2729,2012,32640.000000000004,80000,Diesel,Manual,First Owner
2731,2011,26860.000000000004,70000,Petrol,Manual,Second Owner
2735,2015,34000.0,35000,Petrol,Manual,Second Owner
2736,2013,30600.000000000004,1000,Diesel,Manual,Second Owner
2737,2018,258400.00000000003,10000,Diesel,Automatic,First Owner
2739,2019,336600.0,30000,Diesel,Automatic,First Owner
2740,2016,36380.0,52600,Diesel,Manual,First Owner
2743,2016,45560.0,7104,Petrol,Manual,First Owner
2744,2015,42500.0,11918,Petrol,Manual,First Owner
2747,2017,176800.0,47162,Diesel,Automatic,First Owner
2748,2015,51000.00000000001,45974,Diesel,Manual,First Owner
2752,2012,26180.000000000004,52000,Diesel,Manual,First Owner
2753,2015,51680.00000000001,55340,Petrol,Manual,First Owner
2754,2017,40800.0,46507,Diesel,Manual,First Owner
2757,2012,37400.0,120000,Diesel,Manual,Third Owner & Above
2772,2012,28560.000000000004,95000,Diesel,Manual,Second Owner
2773,2015,34000.0,70000,Petrol,Manual,First Owner
2774,2009,11220.0,76000,Petrol,Manual,Second Owner
2775,2014,44200.0,70000,Diesel,Manual,Second Owner
2781,2016,35020.0,50000,Diesel,Manual,First Owner
2790,2015,19720.0,40000,Diesel,Manual,Third Owner & Above
2795,2016,33660.0,40000,Diesel,Manual,First Owner
2797,2014,40800.0,151000,Diesel,Manual,Second Owner
2801,2019,51000.00000000001,11000,Petrol,Manual,First Owner
2804,2007,6800.000000000001,70000,Other,Manual,Third Owner & Above
2807,2016,44200.0,40000,Diesel,Manual,First Owner
2810,2010,19040.0,120000,Diesel,Manual,Second Owner
2816,2015,40800.0,60000,Diesel,Manual,First Owner
2819,2018,98600.0,20000,Diesel,Manual,First Owner
2820,2014,34000.0,100000,Diesel,Manual,Second Owner
2822,2006,15300.000000000002,80000,Petrol,Automatic,Third Owner & Above
2823,2006,18700.0,80000,Petrol,Automatic,Third Owner & Above
2824,2018,42160.0,35000,Diesel,Manual,First Owner
2826,2011,18700.0,160000,Diesel,Manual,First Owner
2830,2016,29920.000000000004,33000,Petrol,Manual,Second Owner
2831,2013,17000.0,80000,Diesel,Manual,Third Owner & Above
2832,2017,47600.0,35000,Diesel,Manual,First Owner
2833,2015,30600.000000000004,50000,Diesel,Manual,First Owner
2836,2016,44200.0,81595,Diesel,Manual,First Owner
2840,2013,20400.0,70000,Diesel,Manual,Second Owner
2841,2019,74800.0,4000,Diesel,Manual,First Owner
2843,2018,54400.00000000001,13500,Petrol,Manual,First Owner
2844,2013,33320.0,40000,Diesel,Manual,First Owner
2845,2018,56848.00000000001,9700,Petrol,Manual,First Owner
2846,2012,25500.000000000004,62000,Petrol,Manual,Second Owner
2848,2019,84320.0,13000,Diesel,Manual,First Owner
2849,2009,2380.0,50000,Petrol,Manual,Third Owner & Above
2850,2017,72624.0,36000,Petrol,Manual,First Owner
2851,2017,80852.0,40000,Diesel,Manual,First Owner
2852,2018,47600.0,27000,Petrol,Manual,First Owner
2854,2009,17339.932,80000,Petrol,Manual,Second Owner
2856,2016,51000.00000000001,80000,Diesel,Manual,First Owner
2857,2012,22100.0,119000,Diesel,Manual,Second Owner
2860,2013,24684.0,28740,Petrol,Manual,First Owner
2861,2010,15639.932000000003,48500,Petrol,Manual,First Owner
2862,2012,19720.0,110000,Petrol,Manual,Second Owner
2867,2011,26520.000000000004,90000,Diesel,Manual,First Owner
2868,2010,17680.0,50000,Petrol,Manual,First Owner
2869,2008,10200.0,50000,Petrol,Manual,Second Owner
2879,2018,54400.00000000001,20000,Petrol,Manual,First Owner
2880,2016,35020.0,25000,Diesel,Manual,First Owner
2881,2010,14960.000000000002,96000,Petrol,Manual,Third Owner & Above
2882,2014,35700.0,54000,Petrol,Manual,Second Owner
2884,2010,15028.000000000002,65000,Diesel,Manual,First Owner
2888,2015,29579.932000000004,29000,Petrol,Manual,First Owner
2889,2013,30600.000000000004,95000,Diesel,Manual,First Owner
2891,2011,20740.0,53000,Petrol,Manual,Second Owner
2892,2011,18020.0,20000,Petrol,Manual,First Owner
2894,2014,37400.0,52000,Diesel,Manual,First Owner
2897,2012,29579.932000000004,47000,Petrol,Manual,Second Owner
2898,2016,46920.0,73000,Diesel,Manual,First Owner
2900,2012,13939.932000000003,60000,Petrol,Manual,Third Owner & Above
2905,2018,61200.00000000001,25000,Diesel,Manual,First Owner
2906,2019,64600.00000000001,11000,Petrol,Automatic,First Owner
2907,2013,32300.000000000004,80000,Petrol,Manual,First Owner
2909,2013,30600.000000000004,75000,Diesel,Manual,Second Owner
2912,2014,23800.0,60000,Diesel,Manual,Second Owner
2914,2015,55828.00000000001,50000,Petrol,Manual,First Owner
2916,2017,68000.0,60000,Diesel,Manual,Second Owner
2919,2012,21080.0,70000,Diesel,Manual,Second Owner
2920,2018,55420.00000000001,42000,Diesel,Manual,First Owner
2921,2017,81600.0,40000,Diesel,Manual,First Owner
2923,2017,68000.0,30000,Diesel,Manual,First Owner
2927,2010,17000.0,80000,Diesel,Manual,Second Owner
2928,2008,10200.0,50000,Petrol,Manual,Third Owner & Above
2933,2012,19380.0,74300,Diesel,Manual,First Owner
2934,2010,23800.0,48781,Petrol,Manual,First Owner
2937,2011,26180.000000000004,11473,Petrol,Manual,First Owner
2943,2015,33320.0,31080,Petrol,Manual,First Owner
2945,2014,30940.000000000004,55850,Diesel,Manual,First Owner
2948,2016,37400.0,54000,Diesel,Manual,First Owner
2950,2012,26520.000000000004,45454,Diesel,Manual,First Owner
2952,2019,50184.0,8000,Petrol,Automatic,First Owner
2956,2011,19040.0,110000,Diesel,Manual,First Owner
2962,2011,18700.0,60000,Diesel,Manual,Second Owner
2963,2009,12240.0,41090,Petrol,Manual,First Owner
2966,2011,34000.0,40000,Petrol,Manual,Second Owner
2967,2010,20400.0,70000,Petrol,Manual,Second Owner
2968,2015,52020.00000000001,80000,Diesel,Manual,Second Owner
2969,2017,44200.0,90000,Diesel,Manual,First Owner
2971,2014,32640.000000000004,110000,Diesel,Manual,Second Owner
2975,2011,19040.0,120000,Diesel,Manual,Second Owner
2980,2014,23800.0,52000,Diesel,Manual,Second Owner
2981,2016,44200.0,26000,Petrol,Manual,First Owner
2982,2016,44200.0,26000,Petrol,Manual,First Owner
2985,2008,10200.0,60000,Petrol,Manual,Second Owner
2991,2011,12240.0,80000,Diesel,Manual,Third Owner & Above
2994,2014,40800.0,27483,Diesel,Manual,First Owner
2996,2008,10200.0,30000,Petrol,Manual,First Owner
3000,2010,17000.0,40000,Petrol,Manual,First Owner
3002,2018,59500.00000000001,1440,Petrol,Manual,First Owner
3005,2016,47600.0,35000,Diesel,Manual,First Owner
3007,2017,68000.0,60000,Diesel,Manual,Second Owner
3008,2017,44200.0,67000,Diesel,Manual,First Owner
3009,2013,27200.000000000004,100000,Petrol,Manual,Second Owner
3010,2017,54400.00000000001,60000,Diesel,Manual,First Owner
3011,2017,45900.0,70000,Diesel,Manual,First Owner
3012,2017,14280.000000000002,50000,Petrol,Manual,Third Owner & Above
3016,2014,30600.000000000004,80000,Petrol,Manual,First Owner
3018,2014,34679.932,157000,Diesel,Manual,Second Owner
3019,2016,34000.0,20000,Petrol,Manual,First Owner
3020,2008,8840.0,80000,Petrol,Manual,Third Owner & Above
3021,2015,39100.0,60000,Diesel,Manual,First Owner
3022,2015,37400.0,49000,Petrol,Manual,First Owner
3024,2020,23596.0,5000,Petrol,Manual,First Owner
3028,2010,10200.0,63000,Diesel,Manual,Third Owner & Above
3029,2015,37400.0,23000,Petrol,Manual,First Owner
3033,2008,7480.000000000001,70000,Petrol,Manual,Third Owner & Above
3037,2010,17000.0,40000,Petrol,Manual,First Owner
3042,2019,27200.000000000004,16000,Petrol,Automatic,First Owner
3046,2019,88400.0,10000,Diesel,Automatic,First Owner
3049,2012,14960.000000000002,80000,Petrol,Manual,Third Owner & Above
3050,2020,21080.0,1700,Petrol,Manual,First Owner
3054,2017,51000.00000000001,50000,Diesel,Manual,First Owner
3055,2009,13939.932000000003,120000,Diesel,Manual,Second Owner
3056,2010,17680.0,50000,Petrol,Manual,First Owner
3060,2011,14960.000000000002,70000,Petrol,Manual,Second Owner
3061,2010,13600.000000000002,70000,Petrol,Manual,Third Owner & Above
3064,2017,180200.0,60000,Diesel,Automatic,First Owner
3066,2017,181900.0,60000,Diesel,Automatic,First Owner
3068,2014,34000.0,60000,Petrol,Manual,First Owner
3073,2013,20400.0,70000,Diesel,Manual,Second Owner
3074,2012,28220.000000000004,80000,Diesel,Manual,Second Owner
3075,2018,54400.00000000001,30000,Diesel,Automatic,Second Owner
3076,2016,28560.000000000004,44440,Petrol,Manual,Second Owner
3077,2018,85000.0,30000,Diesel,Manual,First Owner
3078,2011,18360.0,120000,Diesel,Manual,First Owner
3080,2012,27200.000000000004,110000,Diesel,Manual,First Owner
3082,2010,57800.00000000001,46000,Diesel,Automatic,First Owner
3089,2013,33660.0,31800,Diesel,Manual,First Owner
3091,2016,36720.0,31200,Petrol,Manual,First Owner
3092,2016,45220.0,51000,Diesel,Manual,First Owner
3093,2013,28900.000000000004,22700,Diesel,Manual,Second Owner
3094,2011,88060.0,58000,Diesel,Automatic,First Owner
3095,2016,45900.0,50900,Diesel,Manual,First Owner
3096,2018,66640.0,10000,Diesel,Manual,First Owner
3098,2011,17000.0,80000,Petrol,Manual,Second Owner
3099,2016,40800.0,72000,Diesel,Manual,First Owner
3103,2012,20400.0,90000,Diesel,Manual,First Owner
3105,2006,6120.0,75000,Petrol,Manual,Third Owner & Above
3109,2009,20400.0,50000,Petrol,Manual,First Owner
3112,2020,33660.0,7000,Other,Manual,First Owner
3117,2016,34679.932,35000,Petrol,Manual,First Owner
3121,2014,28900.000000000004,40000,Petrol,Manual,First Owner
3122,2006,32640.000000000004,110000,Petrol,Automatic,Second Owner
3123,2019,64600.00000000001,10000,Diesel,Manual,First Owner
3124,2015,36380.0,80000,Diesel,Manual,First Owner
3125,2009,22100.0,25000,Diesel,Manual,Third Owner & Above
3126,2013,18360.0,74000,Petrol,Manual,Third Owner & Above
3127,2015,20400.0,60000,Petrol,Manual,Third Owner & Above
3128,2011,22100.0,70000,Diesel,Manual,First Owner
3129,2010,23800.0,100000,Diesel,Manual,First Owner
3130,2008,15639.932000000003,146000,Diesel,Manual,Third Owner & Above
3131,2012,22100.0,120000,Diesel,Manual,Second Owner
3133,2008,12920.000000000002,120000,Diesel,Manual,Third Owner & Above
3134,2011,23460.0,65500,Diesel,Manual,First Owner
3135,2016,69700.0,70000,Diesel,Manual,First Owner
3138,2009,20400.0,120000,Petrol,Manual,Second Owner
3141,2006,10200.0,140300,Petrol,Manual,First Owner
3146,2013,20400.0,25000,Diesel,Manual,Second Owner
3147,2018,78200.0,26430,Diesel,Manual,First Owner
3148,2015,32300.000000000004,24600,Petrol,Manual,First Owner
3149,2011,17680.0,28481,Petrol,Manual,First Owner
3151,2013,51000.00000000001,41988,Diesel,Manual,First Owner
3153,2009,12240.0,30375,Petrol,Manual,First Owner
3154,2017,41548.0,34400,Diesel,Manual,First Owner
3158,2017,27200.000000000004,50000,Diesel,Manual,Second Owner
3160,2015,57868.00000000001,53652,Diesel,Manual,First Owner
3161,2016,25500.000000000004,23000,Petrol,Manual,Second Owner
3162,2007,18700.0,10211,Petrol,Manual,First Owner
3166,2012,34000.0,130000,Diesel,Manual,First Owner
3170,2017,54400.00000000001,15000,Petrol,Manual,First Owner
3172,2012,35700.0,145000,Diesel,Manual,First Owner
3174,2008,13260.000000000002,56000,Petrol,Manual,Second Owner
3175,2007,8840.0,98000,Diesel,Manual,Second Owner
3176,2011,20400.0,135000,Diesel,Manual,Second Owner
3180,2018,54400.00000000001,35000,Diesel,Manual,First Owner
3184,2008,11900.0,54551,Petrol,Manual,First Owner
3192,2011,18428.0,74113,Petrol,Manual,First Owner
3193,2012,19720.0,80000,Petrol,Manual,First Owner
3195,2012,25636.000000000004,84775,Petrol,Manual,First Owner
3197,2015,51884.00000000001,64441,Diesel,Manual,First Owner
3198,2015,30600.000000000004,43192,Petrol,Manual,First Owner
3200,2016,47668.0,79991,Diesel,Manual,First Owner
3201,2011,18836.0,62601,Diesel,Manual,Second Owner
3207,2018,78200.0,20000,Diesel,Manual,First Owner
3208,2017,46240.0,46000,Petrol,Manual,First Owner
3209,2012,28900.000000000004,40000,Diesel,Manual,First Owner
3210,2014,30600.000000000004,70000,Diesel,Manual,Second Owner
3212,2017,63715.932,60800,Petrol,Manual,First Owner
3214,2014,30600.000000000004,80000,Diesel,Manual,Second Owner
3216,2014,35360.0,70000,Diesel,Manual,Second Owner
3227,2012,34000.0,100000,Diesel,Manual,First Owner
3228,2016,54400.00000000001,70000,Diesel,Manual,Second Owner
3229,2016,57120.00000000001,70000,Diesel,Manual,Second Owner
3230,2016,33320.0,50000,Petrol,Manual,First Owner
